state,year,support,fte,cpi_u_rs,cpi_u_rs_2019
Iowa,2002,786639971,110834,264.2,376.5
Kansas,2002,712131059,104341,264.2,376.5
Kentucky,2002,1084606000,131313,264.2,376.5
Louisiana,2002,1140954119,172092,264.2,376.5
Maine,2002,236611726,30560,264.2,376.5
Maryland,2002,1313666516,174136,264.2,376.5
Massachusetts,2002,1069051324,123602,264.2,376.5
Michigan,2002,2273500000,350261,264.2,376.5
Minnesota,2002,1397800000,176545,264.2,376.5
Mississippi,2002,733301000,107110,264.2,376.5
Missouri,2002,877690838,163408,264.2,376.5
Montana,2002,149837689,34333,264.2,376.5
Nebraska,2002,512800000,67683,264.2,376.5
Nevada,2002,347166181,49953,264.2,376.5
New Hampshire,2002,103347000,27455,264.2,376.5
New Jersey,2002,1751643000,188839,264.2,376.5
New Mexico,2002,514547400,68579,264.2,376.5
New York,2002,3360121500,466866,264.2,376.5
North Carolina,2002,2442690000,288997,264.2,376.5
North Dakota,2002,201497115,33249,264.2,376.5
Ohio,2002,2075801500,353571,264.2,376.5
Oklahoma,2002,824243012,128530,264.2,376.5
Oregon,2002,638882440,120210.42,264.2,376.5
Pennsylvania,2002,2011695000,293742,264.2,376.5
Rhode Island,2002,180551055,26677,264.2,376.5
South Carolina,2002,817379042,136299.69,264.2,376.5
South Dakota,2002,143331961,22573,264.2,376.5
Tennessee,2002,1071510500,160822,264.2,376.5
Texas,2002,5295546843,704310,264.2,376.5
Utah,2002,593641100,98654,264.2,376.5
Vermont,2002,71128603,16379,264.2,376.5
Virginia,2002,1681646000,246637,264.2,376.5
Washington,2002,1349300000,213147,264.2,376.5
West Virginia,2002,437204731,64799,264.2,376.5
Wisconsin,2002,1194900000,204123,264.2,376.5
Wyoming,2002,163429717,20874,264.2,376.5
U.S.,2002,63901364388,9020307.74,264.2,376.5
Alabama,2001,1088445747,165833,260.1,376.5
Alaska,2001,192093900,16078.69,260.1,376.5
Arizona,2001,898589000,185330,260.1,376.5
Arkansas,2001,618127000,87337,260.1,376.5
California,2001,9073738000,1277325,260.1,376.5
Colorado,2001,713595941,141492,260.1,376.5
Connecticut,2001,705795742,60976,260.1,376.5
Delaware,2001,184700000,28944,260.1,376.5
Florida,2001,3124964661,420957,260.1,376.5
Georgia,2001,2293670519,234998,260.1,376.5
Hawaii,2001,339025000,31810,260.1,376.5
Idaho,2001,323623500,39495,260.1,376.5
Illinois,2001,2719733400,323876,260.1,376.5
Indiana,2001,1283197000,193129.82,260.1,376.5
Iowa,2001,851184070,105545,260.1,376.5
Kansas,2001,683084000,100476,260.1,376.5
Kentucky,2001,1001625000,119500,260.1,376.5
Louisiana,2001,1007996023,168121,260.1,376.5
Maine,2001,226587350,29287,260.1,376.5
Maryland,2001,1293800966,175085,260.1,376.5
Massachusetts,2001,1131804500,119717,260.1,376.5
Michigan,2001,2231600000,333584,260.1,376.5
Minnesota,2001,1315100000,167238,260.1,376.5
Mississippi,2001,791445655,102490,260.1,376.5
Missouri,2001,1007745089,156588,260.1,376.5
Montana,2001,141721881,33660,260.1,376.5
Nebraska,2001,489500000,65725,260.1,376.5
Nevada,2001,316589859,48107,260.1,376.5
New Hampshire,2001,107600000,26506,260.1,376.5
New Jersey,2001,1664194000,178671,260.1,376.5
New Mexico,2001,473132550,66847,260.1,376.5
New York,2001,3245511305,451855,260.1,376.5
North Carolina,2001,2398489000,268589,260.1,376.5
North Dakota,2001,185659323,31922,260.1,376.5
Ohio,2001,2172147806,337379,260.1,376.5
Oklahoma,2001,837480903,121111,260.1,376.5
Oregon,2001,656966255,111006.34,260.1,376.5
Pennsylvania,2001,2005365000,288334,260.1,376.5
Rhode Island,2001,169006383,25622,260.1,376.5
South Carolina,2001,863809806,132404.25,260.1,376.5
South Dakota,2001,136041582,22064,260.1,376.5
Tennessee,2001,1045546400,159838,260.1,376.5
Texas,2001,4697588163,667534,260.1,376.5
Utah,2001,554027666,91953,260.1,376.5
Vermont,2001,66777192,15914,260.1,376.5
Virginia,2001,1629776000,236014,260.1,376.5
Washington,2001,1314500000,204663,260.1,376.5
West Virginia,2001,409438327,62902,260.1,376.5
Wisconsin,2001,1170100000,196523,260.1,376.5
Wyoming,2001,150332680,20198,260.1,376.5
U.S.,2001,62002574144,8650554.1,260.1,376.5
Alabama,2000,1100327594,166806,252.9,376.5
Alaska,2000,174974100,15968,252.9,376.5
Arizona,2000,868451000,180669,252.9,376.5
Arkansas,2000,606628341,86263,252.9,376.5
California,2000,7892428000,1433493,252.9,376.5
Colorado,2000,682822105,141727,252.9,376.5
Connecticut,2000,694849729,58885,252.9,376.5
Delaware,2000,174400000,28960,252.9,376.5
Florida,2000,2672393298,404417,252.9,376.5
Georgia,2000,1912728263,172909,252.9,376.5
Hawaii,2000,341986000,32484,252.9,376.5
Idaho,2000,291000000,38853,252.9,376.5
Illinois,2000,2573964000,324174,252.9,376.5
Indiana,2000,1226677000,187225,252.9,376.5
Iowa,2000,824062403,103390,252.9,376.5
Kansas,2000,650059000,99430,252.9,376.5
Kentucky,2000,925506000,113568,252.9,376.5
Louisiana,2000,986304352,170175,252.9,376.5
Maine,2000,206100000,28910,252.9,376.5
Maryland,2000,1048524466,167438,252.9,376.5
Massachusetts,2000,1009800000,118949,252.9,376.5
Michigan,2000,2084800000,327342,252.9,376.5
Minnesota,2000,1288500000,161383,252.9,376.5
Mississippi,2000,824275000,100634,252.9,376.5
Missouri,2000,990075463,154631,252.9,376.5
Montana,2000,138132534,33578,252.9,376.5
Nebraska,2000,467500000,64860,252.9,376.5
Nevada,2000,306211000,46809,252.9,376.5
New Hampshire,2000,100700000,28862,252.9,376.5
New Jersey,2000,1541663000,171563,252.9,376.5
New Mexico,2000,519722817,67277,252.9,376.5
New York,2000,3731719023,422431,252.9,376.5
North Carolina,2000,2270323000,259308,252.9,376.5
North Dakota,2000,184662551,30259,252.9,376.5
Ohio,2000,2054083636,332947,252.9,376.5
Oklahoma,2000,796311569,119115,252.9,376.5
Oregon,2000,508427182,105870,252.9,376.5
Pennsylvania,2000,1876807000,280594,252.9,376.5
Rhode Island,2000,152100000,25402,252.9,376.5
South Carolina,2000,803846644,128067,252.9,376.5
South Dakota,2000,131830956,22056,252.9,376.5
Tennessee,2000,984857800,160751,252.9,376.5
Texas,2000,4634512716,654039,252.9,376.5
Utah,2000,522519141,87640,252.9,376.5
Vermont,2000,62502852,15571,252.9,376.5
Virginia,2000,1480258000,233263,252.9,376.5
Washington,2000,1238035000,198984,252.9,376.5
West Virginia,2000,385729706,62959,252.9,376.5
Wisconsin,2000,1074000000,191528,252.9,376.5
Wyoming,2000,185850840,20419,252.9,376.5
U.S.,2000,58203943081,8582835,252.9,376.5
Alabama,1999,1042900000,172926,244.6,376.5
Alaska,1999,168900000,16214,244.6,376.5
Arizona,1999,795700000,176648,244.6,376.5
Arkansas,1999,548420925,80603,244.6,376.5
California,1999,7321200000,1194874,244.6,376.5
Colorado,1999,644800000,139730,244.6,376.5
Connecticut,1999,605000000,56661,244.6,376.5
Delaware,1999,167700000,29654,244.6,376.5
Florida,1999,2362400000,395610,244.6,376.5
Georgia,1999,1558400000,173871,244.6,376.5
Hawaii,1999,322258000,32625,244.6,376.5
Idaho,1999,278000000,37937,244.6,376.5
Illinois,1999,2180000000,342542,244.6,376.5
Indiana,1999,1102200000,183359,244.6,376.5
Iowa,1999,784986727,101566,244.6,376.5
Kansas,1999,594200000,105020,244.6,376.5
Kentucky,1999,880600000,114359,244.6,376.5
Louisiana,1999,952118625,169864,244.6,376.5
Maine,1999,192214809,27640,244.6,376.5
Maryland,1999,901500000,164225,244.6,376.5
Massachusetts,1999,922800000,117299,244.6,376.5
Michigan,1999,1802000000,325134,244.6,376.5
Minnesota,1999,1267900000,154175,244.6,376.5
Mississippi,1999,716326000,103507,244.6,376.5
Missouri,1999,891200000,151121,244.6,376.5
Montana,1999,130500000,33545,244.6,376.5
Nebraska,1999,442000000,64583,244.6,376.5
Nevada,1999,290629329,44199,244.6,376.5
New Hampshire,1999,92000000,27018,244.6,376.5
New Jersey,1999,1454112000,169192,244.6,376.5
New Mexico,1999,508700000,72092,244.6,376.5
New York,1999,4117605970,444092,244.6,376.5
North Carolina,1999,2073000000,254045,244.6,376.5
North Dakota,1999,175400000,29673,244.6,376.5
Ohio,1999,1932087500,328875,244.6,376.5
Oklahoma,1999,770600000,120495,244.6,376.5
Oregon,1999,510100000,103875,244.6,376.5
Pennsylvania,1999,1591700000,280175,244.6,376.5
Rhode Island,1999,138100000,24785,244.6,376.5
South Carolina,1999,754700000,130936,244.6,376.5
South Dakota,1999,114100000,20476,244.6,376.5
Tennessee,1999,956700000,159909,244.6,376.5
Texas,1999,3961800000,644760,244.6,376.5
Utah,1999,488600000,85196,244.6,376.5
Vermont,1999,45469161,16049,244.6,376.5
Virginia,1999,1296078000,229909,244.6,376.5
Washington,1999,1128300000,199809,244.6,376.5
West Virginia,1999,329700000,62337,244.6,376.5
Wisconsin,1999,1032600000,188790,244.6,376.5
Wyoming,1999,177835396,23548,244.6,376.5
U.S.,1999,53516142442,8325527,244.6,376.5
Alabama,1998,979000000,180335,239.5,376.5
Alaska,1998,167500000,16840,239.5,376.5
Arizona,1998,738000000,170930,239.5,376.5
Arkansas,1998,510000000,78940,239.5,376.5
California,1998,7171900000,1157374,239.5,376.5
Colorado,1998,617600000,137682,239.5,376.5
Connecticut,1998,565600000,55727,239.5,376.5
Delaware,1998,146900000,27401,239.5,376.5
Florida,1998,2268300000,403535,239.5,376.5
Georgia,1998,1754700000,222203,239.5,376.5
Hawaii,1998,351630000,29993,239.5,376.5
Idaho,1998,247600000,37252,239.5,376.5
Illinois,1998,2037200000,341197,239.5,376.5
Indiana,1998,1044900000,178920,239.5,376.5
Iowa,1998,704687593,96706,239.5,376.5
Kansas,1998,560600000,100435,239.5,376.5
Kentucky,1998,760000000,113583,239.5,376.5
Louisiana,1998,726000000,137610,239.5,376.5
Maine,1998,179655182,26913,239.5,376.5
Maryland,1998,839600000,161140,239.5,376.5
Massachusetts,1998,858800000,114154,239.5,376.5
Michigan,1998,1749000000,320533,239.5,376.5
Minnesota,1998,1166600000,156973,239.5,376.5
Mississippi,1998,659002000,99503,239.5,376.5
Missouri,1998,816300000,148155,239.5,376.5
Montana,1998,127000000,33431,239.5,376.5
Nebraska,1998,415400000,64441,239.5,376.5
Nevada,1998,292527450,42013,239.5,376.5
New Hampshire,1998,89000000,27027,239.5,376.5
New Jersey,1998,1386422000,166289,239.5,376.5
New Mexico,1998,416600000,67591,239.5,376.5
New York,1998,2393800000,436396,239.5,376.5
North Carolina,1998,1948600000,241175,239.5,376.5
North Dakota,1998,174000000,29759,239.5,376.5
Ohio,1998,1862592400,322011,239.5,376.5
Oklahoma,1998,739000000,118153,239.5,376.5
Oregon,1998,491500000,102238,239.5,376.5
Pennsylvania,1998,1474500000,277287,239.5,376.5
Rhode Island,1998,129200000,24730,239.5,376.5
South Carolina,1998,722300000,127873,239.5,376.5
South Dakota,1998,108500000,20564,239.5,376.5
Tennessee,1998,896300000,158340,239.5,376.5
Texas,1998,3982800000,631994,239.5,376.5
Utah,1998,470800000,84598,239.5,376.5
Vermont,1998,43543544,15324,239.5,376.5
Virginia,1998,1100500000,223817,239.5,376.5
Washington,1998,1093900000,195074,239.5,376.5
West Virginia,1998,316400000,62026,239.5,376.5
Wisconsin,1998,993800000,184019,239.5,376.5
Wyoming,1998,183533312,21077,239.5,376.5
U.S.,1998,49473593481,8191281,239.5,376.5
Alabama,1997,969000000,180996,236.3,376.5
Alaska,1997,170300000,17216,236.3,376.5
Arizona,1997,694000000,164930,236.3,376.5
Arkansas,1997,482000000,75019,236.3,376.5
California,1997,5934700000,1143849,236.3,376.5
Colorado,1997,585000000,136086,236.3,376.5
Connecticut,1997,528800000,56659,236.3,376.5
Delaware,1997,158300000,27225,236.3,376.5
Florida,1997,2109700000,402441,236.3,376.5
Georgia,1997,1644300000,217236,236.3,376.5
Hawaii,1997,351127000,30633,236.3,376.5
Idaho,1997,240800000,37183,236.3,376.5
Illinois,1997,1918400000,338802,236.3,376.5
Indiana,1997,990600000,174731,236.3,376.5
Iowa,1997,670600000,95023,236.3,376.5
Kansas,1997,525500000,100292,236.3,376.5
Kentucky,1997,699500000,114390,236.3,376.5
Louisiana,1997,645900000,136135,236.3,376.5
Maine,1997,175200000,27154,236.3,376.5
Maryland,1997,807100000,157929,236.3,376.5
Massachusetts,1997,799200000,114327,236.3,376.5
Michigan,1997,1696500000,311327,236.3,376.5
Minnesota,1997,1079600000,156851,236.3,376.5
Mississippi,1997,603400000,96350,236.3,376.5
Missouri,1997,749200000,146221,236.3,376.5
Montana,1997,125700000,33105,236.3,376.5
Nebraska,1997,401800000,64423,236.3,376.5
Nevada,1997,237600000,39601,236.3,376.5
New Hampshire,1997,89000000,27863,236.3,376.5
New Jersey,1997,1348217000,164684,236.3,376.5
New Mexico,1997,418200000,62808,236.3,376.5
New York,1997,2350000000,425953,236.3,376.5
North Carolina,1997,1788100000,239115,236.3,376.5
North Dakota,1997,154300000,30917,236.3,376.5
Ohio,1997,1770184400,322933,236.3,376.5
Oklahoma,1997,731000000,117625,236.3,376.5
Oregon,1997,477000000,99039,236.3,376.5
Pennsylvania,1997,1407500000,272803,236.3,376.5
Rhode Island,1997,123700000,24774,236.3,376.5
South Carolina,1997,687900000,125382,236.3,376.5
South Dakota,1997,108800000,21375,236.3,376.5
Tennessee,1997,902000000,155466,236.3,376.5
Texas,1997,3664000000,628214,236.3,376.5
Utah,1997,463100000,81318,236.3,376.5
Vermont,1997,53700000,14982,236.3,376.5
Virginia,1997,1023600000,217672,236.3,376.5
Washington,1997,1063200000,194795,236.3,376.5
West Virginia,1997,302500000,60822,236.3,376.5
Wisconsin,1997,958900000,179636,236.3,376.5
Wyoming,1997,195517223,21007,236.3,376.5
U.S.,1997,46074245623,8085317,236.3,376.5
Alabama,1996,939600000,177408,231.3,376.5
Alaska,1996,171600000,17434,231.3,376.5
Arizona,1996,657900000,164271,231.3,376.5
Arkansas,1996,458500000,76158,231.3,376.5
California,1996,5344600000,1103616,231.3,376.5
Colorado,1996,549200000,135335,231.3,376.5
Connecticut,1996,514400000,57568,231.3,376.5
Delaware,1996,136500000,26829,231.3,376.5
Florida,1996,1930000000,406122,231.3,376.5
Georgia,1996,1439200000,212767,231.3,376.5
Hawaii,1996,313800000,32708,231.3,376.5
Idaho,1996,240700000,36694,231.3,376.5
Illinois,1996,1825100000,355906,231.3,376.5
Indiana,1996,939500000,172362,231.3,376.5
Iowa,1996,643700000,100434,231.3,376.5
Kansas,1996,518900000,105827,231.3,376.5
Kentucky,1996,649800000,115839,231.3,376.5
Louisiana,1996,593900000,136188,231.3,376.5
Maine,1996,171900000,26834,231.3,376.5
Maryland,1996,779600000,151303,231.3,376.5
Massachusetts,1996,738300000,115252,231.3,376.5
Michigan,1996,1615000000,312658,231.3,376.5
Minnesota,1996,1006200000,161031,231.3,376.5
Mississippi,1996,595500000,101584,231.3,376.5
Missouri,1996,697900000,146566,231.3,376.5
Montana,1996,122600000,32370,231.3,376.5
Nebraska,1996,385300000,66490,231.3,376.5
Nevada,1996,224600000,36584,231.3,376.5
New Hampshire,1996,83000000,27863,231.3,376.5
New Jersey,1996,1352316000,165748,231.3,376.5
New Mexico,1996,465600000,70940,231.3,376.5
New York,1996,2352400000,431677,231.3,376.5
North Carolina,1996,1678200000,239319,231.3,376.5
North Dakota,1996,156500000,30721,231.3,376.5
Ohio,1996,1597700000,325169,231.3,376.5
Oklahoma,1996,651000000,111385,231.3,376.5
Oregon,1996,463300000,99726,231.3,376.5
Pennsylvania,1996,1404700000,278700,231.3,376.5
Rhode Island,1996,118000000,25117,231.3,376.5
South Carolina,1996,651300000,123261,231.3,376.5
South Dakota,1996,105500000,22101,231.3,376.5
Tennessee,1996,889000000,153375,231.3,376.5
Texas,1996,3709700000,619578,231.3,376.5
Utah,1996,424900000,81638,231.3,376.5
Vermont,1996,53600000,14933,231.3,376.5
Virginia,1996,938100000,216024,231.3,376.5
Washington,1996,984000000,192375,231.3,376.5
West Virginia,1996,291500000,60806,231.3,376.5
Wisconsin,1996,963500000,180920,231.3,376.5
Wyoming,1996,144300000,23685,231.3,376.5
U.S.,1996,43681916000,8079199,231.3,376.5
Alabama,1995,1013800000,179335,225.3,376.5
Alaska,1995,172600000,17934,225.3,376.5
Arizona,1995,626200000,160757,225.3,376.5
Arkansas,1995,424493666,74054,225.3,376.5
California,1995,4828900000,1073048,225.3,376.5
Colorado,1995,507000000,135279,225.3,376.5
Connecticut,1995,486200000,59311,225.3,376.5
Delaware,1995,124000000,26542,225.3,376.5
Florida,1995,1832700000,403791,225.3,376.5
Georgia,1995,1319300000,208154,225.3,376.5
Hawaii,1995,358400000,33378,225.3,376.5
Idaho,1995,235800000,36333,225.3,376.5
Illinois,1995,1747100000,358892,225.3,376.5
Indiana,1995,894500000,173069,225.3,376.5
Iowa,1995,611200000,93641,225.3,376.5
Kansas,1995,503600000,106334,225.3,376.5
Kentucky,1995,648300000,117386,225.3,376.5
Louisiana,1995,589600000,135884,225.3,376.5
Maine,1995,169000000,27433,225.3,376.5
Maryland,1995,753900000,151813,225.3,376.5
Massachusetts,1995,698400000,118622,225.3,376.5
Michigan,1995,1554900000,317572,225.3,376.5
Minnesota,1995,983800000,167537,225.3,376.5
Mississippi,1995,562600000,100786,225.3,376.5
Missouri,1995,648400000,146776,225.3,376.5
Montana,1995,123300000,32088,225.3,376.5
Nebraska,1995,368000000,67240,225.3,376.5
Nevada,1995,194900000,34903,225.3,376.5
New Hampshire,1995,85000000,28432,225.3,376.5
New Jersey,1995,1259452000,167778,225.3,376.5
New Mexico,1995,437400000,68571,225.3,376.5
New York,1995,2636700000,443289,225.3,376.5
North Carolina,1995,1657700000,239043,225.3,376.5
North Dakota,1995,148500000,30007,225.3,376.5
Ohio,1995,1499900000,330256,225.3,376.5
Oklahoma,1995,644700000,114477,225.3,376.5
Oregon,1995,469300000,95522,225.3,376.5
Pennsylvania,1995,1358600000,277229,225.3,376.5
Rhode Island,1995,115500000,25843,225.3,376.5
South Carolina,1995,635500000,126479,225.3,376.5
South Dakota,1995,98800000,22765,225.3,376.5
Tennessee,1995,881500000,152437,225.3,376.5
Texas,1995,3556200000,622408,225.3,376.5
Utah,1995,400400000,79778,225.3,376.5
Vermont,1995,52400000,14979,225.3,376.5
Virginia,1995,925800000,216673,225.3,376.5
Washington,1995,923800000,187135,225.3,376.5
West Virginia,1995,277800000,61519,225.3,376.5
Wisconsin,1995,970900000,181486,225.3,376.5
Wyoming,1995,139400000,21521,225.3,376.5
U.S.,1995,42156145666,8065519,225.3,376.5
Alabama,1994,881000000,182374,220,376.5
Alaska,1994,175100000,17962,220,376.5
Arizona,1994,581200000,158876,220,376.5
Arkansas,1994,412500000,75473,220,376.5
California,1994,4300200000,1069633,220,376.5
Colorado,1994,499200000,135947,220,376.5
Connecticut,1994,482300000,60914,220,376.5
Delaware,1994,120000000,26515,220,376.5
Florida,1994,1690300000,396520,220,376.5
Georgia,1994,1178800000,202591,220,376.5
Hawaii,1994,347200000,32969,220,376.5
Idaho,1994,210000000,35574,220,376.5
Illinois,1994,1663000000,368286,220,376.5
Indiana,1994,890300000,178048,220,376.5
Iowa,1994,594300000,94188,220,376.5
Kansas,1994,479300000,107521,220,376.5
Kentucky,1994,621500000,119818,220,376.5
Louisiana,1994,567600000,134990,220,376.5
Maine,1994,167000000,28212,220,376.5
Maryland,1994,714700000,152255,220,376.5
Massachusetts,1994,660800000,120049,220,376.5
Michigan,1994,1504600000,327690,220,376.5
Minnesota,1994,940100000,170649,220,376.5
Mississippi,1994,411200000,101068,220,376.5
Missouri,1994,602300000,149800,220,376.5
Montana,1994,117500000,29700,220,376.5
Nebraska,1994,357900000,68401,220,376.5
Nevada,1994,194200000,34672,220,376.5
New Hampshire,1994,80000000,28719,220,376.5
New Jersey,1994,1270965000,167375,220,376.5
New Mexico,1994,396000000,71081,220,376.5
New York,1994,2514900000,442730,220,376.5
North Carolina,1994,1555500000,239428,220,376.5
North Dakota,1994,151400000,30562,220,376.5
Ohio,1994,1405000000,337189,220,376.5
Oklahoma,1994,656100000,115463,220,376.5
Oregon,1994,439400000,97471,220,376.5
Pennsylvania,1994,1316200000,291148,220,376.5
Rhode Island,1994,109000000,26735,220,376.5
South Carolina,1994,609100000,126891,220,376.5
South Dakota,1994,99300000,22917,220,376.5
Tennessee,1994,812900000,155699,220,376.5
Texas,1994,3553100000,624173,220,376.5
Utah,1994,366500000,77828,220,376.5
Vermont,1994,51700000,15344,220,376.5
Virginia,1994,908200000,218808,220,376.5
Washington,1994,945000000,183858,220,376.5
West Virginia,1994,268100000,62316,220,376.5
Wisconsin,1994,928300000,185588,220,376.5
Wyoming,1994,135700000,21601,220,376.5
U.S.,1994,39936465000,8123619,220,376.5
Alabama,1993,814400000,180448,215.5,376.5
Alaska,1993,171000000,18033,215.5,376.5
Arizona,1993,577100000,158969,215.5,376.5
Arkansas,1993,406500000,74280,215.5,376.5
California,1993,4750800000,1104739,215.5,376.5
Colorado,1993,492900000,136715,215.5,376.5
Connecticut,1993,419600000,62658,215.5,376.5
Delaware,1993,120600000,26649,215.5,376.5
Florida,1993,1593200000,391434,215.5,376.5
Georgia,1993,1046200000,198630,215.5,376.5
Hawaii,1993,344000000,31917,215.5,376.5
Idaho,1993,200400000,35022,215.5,376.5
Illinois,1993,1597700000,380093,215.5,376.5
Indiana,1993,871000000,181094,215.5,376.5
Iowa,1993,570700000,89981,215.5,376.5
Kansas,1993,462500000,108476,215.5,376.5
Kentucky,1993,601000000,121414,215.5,376.5
Louisiana,1993,575700000,136554,215.5,376.5
Maine,1993,165300000,29722,215.5,376.5
Maryland,1993,722000000,154175,215.5,376.5
Massachusetts,1993,601500000,121045,215.5,376.5
Michigan,1993,1492200000,340379,215.5,376.5
Minnesota,1993,948600000,173835,215.5,376.5
Mississippi,1993,388100000,99058,215.5,376.5
Missouri,1993,589100000,155436,215.5,376.5
Montana,1993,123200000,29310,215.5,376.5
Nebraska,1993,353800000,69631,215.5,376.5
Nevada,1993,207600000,35131,215.5,376.5
New Hampshire,1993,74000000,28432,215.5,376.5
New Jersey,1993,1183719000,170534,215.5,376.5
New Mexico,1993,367600000,68746,215.5,376.5
New York,1993,2382800000,440713,215.5,376.5
North Carolina,1993,1484700000,240045,215.5,376.5
North Dakota,1993,154700000,31470,215.5,376.5
Ohio,1993,1311600000,342439,215.5,376.5
Oklahoma,1993,668700000,114122,215.5,376.5
Oregon,1993,465200000,102662,215.5,376.5
Pennsylvania,1993,1272500000,299061,215.5,376.5
Rhode Island,1993,104800000,28351,215.5,376.5
South Carolina,1993,600700000,118794,215.5,376.5
South Dakota,1993,73500000,21890,215.5,376.5
Tennessee,1993,747700000,155648,215.5,376.5
Texas,1993,3246300000,625718,215.5,376.5
Utah,1993,350900000,75569,215.5,376.5
Vermont,1993,52900000,15595,215.5,376.5
Virginia,1993,895600000,220795,215.5,376.5
Washington,1993,956200000,174851,215.5,376.5
West Virginia,1993,250200000,63777,215.5,376.5
Wisconsin,1993,895600000,186552,215.5,376.5
Wyoming,1993,135900000,22005,215.5,376.5
U.S.,1993,38882519000,8192597,215.5,376.5
Alabama,1992,809300000,173946,210.2,376.5
Alaska,1992,172700000,17611,210.2,376.5
Arizona,1992,568100000,159040,210.2,376.5
Arkansas,1992,380100000,72268,210.2,376.5
California,1992,5425400000,1116255,210.2,376.5
Colorado,1992,465800000,134262,210.2,376.5
Connecticut,1992,487300000,62853,210.2,376.5
Delaware,1992,119000000,25847,210.2,376.5
Florida,1992,1604100000,386611,210.2,376.5
Georgia,1992,977600000,193170,210.2,376.5
Hawaii,1992,317900000,30796,210.2,376.5
Idaho,1992,196500000,33259,210.2,376.5
Illinois,1992,1582100000,383363,210.2,376.5
Indiana,1992,877000000,177364,210.2,376.5
Iowa,1992,529400000,90078,210.2,376.5
Kansas,1992,446100000,107093,210.2,376.5
Kentucky,1992,634000000,129791,210.2,376.5
Louisiana,1992,587300000,132910,210.2,376.5
Maine,1992,165500000,29979,210.2,376.5
Maryland,1992,686500000,155929,210.2,376.5
Massachusetts,1992,521400000,118885,210.2,376.5
Michigan,1992,1479100000,340230,210.2,376.5
Minnesota,1992,941800000,175191,210.2,376.5
Mississippi,1992,362900000,96515,210.2,376.5
Missouri,1992,557600000,150971,210.2,376.5
Montana,1992,130200000,28666,210.2,376.5
Nebraska,1992,339400000,68032,210.2,376.5
Nevada,1992,191800000,33544,210.2,376.5
New Hampshire,1992,75200000,27612,210.2,376.5
New Jersey,1992,1140332000,170066,210.2,376.5
New Mexico,1992,352400000,66788,210.2,376.5
New York,1992,2381500000,435353,210.2,376.5
North Carolina,1992,1340000000,235194,210.2,376.5
North Dakota,1992,156400000,31157,210.2,376.5
Ohio,1992,1356000000,341131,210.2,376.5
Oklahoma,1992,648300000,108110,210.2,376.5
Oregon,1992,435000000,102327,210.2,376.5
Pennsylvania,1992,1287700000,295895,210.2,376.5
Rhode Island,1992,103000000,28450,210.2,376.5
South Carolina,1992,589700000,111964,210.2,376.5
South Dakota,1992,89400000,20952,210.2,376.5
Tennessee,1992,666300000,152824,210.2,376.5
Texas,1992,3278000000,618889,210.2,376.5
Utah,1992,327700000,71674,210.2,376.5
Vermont,1992,54500000,15780,210.2,376.5
Virginia,1992,922800000,220348,210.2,376.5
Washington,1992,870700000,159388,210.2,376.5
West Virginia,1992,250500000,63284,210.2,376.5
Wisconsin,1992,856900000,188268,210.2,376.5
Wyoming,1992,136900000,22644,210.2,376.5
U.S.,1992,38875132000,8112557,210.2,376.5
Alabama,1991,805100000,170454,205.1,376.5
Alaska,1991,170400000,17058,205.1,376.5
Arizona,1991,566800000,154864,205.1,376.5
Arkansas,1991,331400000,64911,205.1,376.5
California,1991,5792500000,1107711,205.1,376.5
Colorado,1991,476300000,131390,205.1,376.5
Connecticut,1991,508400000,63332,205.1,376.5
Delaware,1991,115600000,26013,205.1,376.5
Florida,1991,1686500000,371517,205.1,376.5
Georgia,1991,1023300000,176088,205.1,376.5
Hawaii,1991,311900000,29970,205.1,376.5
Idaho,1991,190300000,31281,205.1,376.5
Illinois,1991,1610700000,371187,205.1,376.5
Indiana,1991,854100000,171054,205.1,376.5
Iowa,1991,552300000,100764,205.1,376.5
Kansas,1991,446000000,104681,205.1,376.5
Kentucky,1991,600600000,114792,205.1,376.5
Louisiana,1991,585200000,125712,205.1,376.5
Maine,1991,164000000,29554,205.1,376.5
Maryland,1991,782700000,166686,205.1,376.5
Massachusetts,1991,603700000,121414,205.1,376.5
Michigan,1991,1423900000,334443,205.1,376.5
Minnesota,1991,948100000,179644,205.1,376.5
Mississippi,1991,377600000,95513,205.1,376.5
Missouri,1991,596200000,154247,205.1,376.5
Montana,1991,115900000,28054,205.1,376.5
Nebraska,1991,327500000,65881,205.1,376.5
Nevada,1991,163800000,30620,205.1,376.5
New Hampshire,1991,73000000,26160,205.1,376.5
New Jersey,1991,1060924000,164366,205.1,376.5
New Mexico,1991,337900000,63068,205.1,376.5
New York,1991,2374100000,437920,205.1,376.5
North Carolina,1991,1396800000,224499,205.1,376.5
North Dakota,1991,136900000,28391,205.1,376.5
Ohio,1991,1416000000,330967,205.1,376.5
Oklahoma,1991,589100000,105690,205.1,376.5
Oregon,1991,427200000,102078,205.1,376.5
Pennsylvania,1991,1253500000,286086,205.1,376.5
Rhode Island,1991,112000000,27874,205.1,376.5
South Carolina,1991,614700000,105570,205.1,376.5
South Dakota,1991,83300000,20062,205.1,376.5
Tennessee,1991,697200000,144468,205.1,376.5
Texas,1991,2961600000,612033,205.1,376.5
Utah,1991,305200000,65125,205.1,376.5
Vermont,1991,55400000,15382,205.1,376.5
