state,year,support,fte,cpi_u_rs,cpi_u_rs_2019_adj,real_support_fte
Vermont,1997,53700000,14982,236.3,1.5933135844265762,5710.915731124493
Virginia,1997,1023600000,217672,236.3,1.5933135844265762,7492.538245704746
Washington,1997,1063200000,194795,236.3,1.5933135844265762,8696.378259002211
West Virginia,1997,302500000,60822,236.3,1.5933135844265762,7924.391820213727
Wisconsin,1997,958900000,179636,236.3,1.5933135844265762,8505.13480653457
Wyoming,1997,195517223,21007,236.3,1.5933135844265762,14829.354376886762
U.S.,1997,46074245623,8085317,236.3,1.5933135844265762,9079.510604634626
Alabama,1996,939600000,177408,231.3,1.6277561608300908,8621.029991409368
Alaska,1996,171600000,17434,231.3,1.6277561608300908,16021.736675372467
Arizona,1996,657900000,164271,231.3,1.6277561608300908,6519.110361598315
Arkansas,1996,458500000,76158,231.3,1.6277561608300908,9799.708497342323
California,1996,5344600000,1103616,231.3,1.6277561608300908,7882.909976996077
Colorado,1996,549200000,135335,231.3,1.6277561608300908,6605.56163245196
Connecticut,1996,514400000,57568,231.3,1.6277561608300908,14544.8472959109
Delaware,1996,136500000,26829,231.3,1.6277561608300908,8281.6622294273875
Florida,1996,1930000000,406122,231.3,1.6277561608300908,7735.531171426505
Georgia,1996,1439200000,212767,231.3,1.6277561608300908,11010.479381984362
Hawaii,1996,313800000,32708,231.3,1.6277561608300908,15616.665136005946
Idaho,1996,240700000,36694,231.3,1.6277561608300908,10677.519701090174
Illinois,1996,1825100000,355906,231.3,1.6277561608300908,8347.197768879982
Indiana,1996,939500000,172362,231.3,1.6277561608300908,8872.471386383717
Iowa,1996,643700000,100434,231.3,1.6277561608300908,10432.588971128596
Kansas,1996,518900000,105827,231.3,1.6277561608300908,7981.353263862096
Kentucky,1996,649800000,115839,231.3,1.6277561608300908,9130.914055779082
Louisiana,1996,593900000,136188,231.3,1.6277561608300908,7098.45495871142
Maine,1996,171900000,26834,231.3,1.6277561608300908,10427.49064793518
Maryland,1996,779600000,151303,231.3,1.6277561608300908,8387.135106264508
Massachusetts,1996,738300000,115252,231.3,1.6277561608300908,10427.345065949885
Michigan,1996,1615000000,312658,231.3,1.6277561608300908,8407.992758031449
Minnesota,1996,1006200000,161031,231.3,1.6277561608300908,10171.01209721878
Mississippi,1996,595500000,101584,231.3,1.6277561608300908,9542.140433280034
Missouri,1996,697900000,146566,231.3,1.6277561608300908,7750.849614803708
Montana,1996,122600000,32370,231.3,1.6277561608300908,6165.057315964446
Nebraska,1996,385300000,66490,231.3,1.6277561608300908,9432.613156381922
Nevada,1996,224600000,36584,231.3,1.6277561608300908,9993.276670742358
New Hampshire,1996,83000000,27863,231.3,1.6277561608300908,4848.8591088144685
New Jersey,1996,1352316000,165748,231.3,1.6277561608300908,13280.647129311394
New Mexico,1996,465600000,70940,231.3,1.6277561608300908,10683.440491718216
New York,1996,2352400000,431677,231.3,1.6277561608300908,8870.367410672114
North Carolina,1996,1678200000,239319,231.3,1.6277561608300908,11414.473523226565
North Dakota,1996,156500000,30721,231.3,1.6277561608300908,8292.172753813653
Ohio,1996,1597700000,325169,231.3,1.6277561608300908,7997.890383641233
Oklahoma,1996,651000000,111385,231.3,1.6277561608300908,9513.572390361262
Oregon,1996,463300000,99726,231.3,1.6277561608300908,7562.114486819696
Pennsylvania,1996,1404700000,278700,231.3,1.6277561608300908,8204.194758227588
Rhode Island,1996,118000000,25117,231.3,1.6277561608300908,7647.220089101036
South Carolina,1996,651300000,123261,231.3,1.6277561608300908,8600.916652863745
South Dakota,1996,105500000,22101,231.3,1.6277561608300908,7770.158588641897
Tennessee,1996,889000000,153375,231.3,1.6277561608300908,9434.883305479712
Texas,1996,3709700000,619578,231.3,1.6277561608300908,9746.128864858641
Utah,1996,424900000,81638,231.3,1.6277561608300908,8471.956597867482
Vermont,1996,53600000,14933,231.3,1.6277561608300908,5842.612349862243
Virginia,1996,938100000,216024,231.3,1.6277561608300908,7068.650031823816
Washington,1996,984000000,192375,231.3,1.6277561608300908,8325.988627715707
West Virginia,1996,291500000,60806,231.3,1.6277561608300908,7803.356920073208
Wisconsin,1996,963500000,180920,231.3,1.6277561608300908,8668.710263982934
Wyoming,1996,144300000,23685,231.3,1.6277561608300908,9917.045134379654
U.S.,1996,43681916000,8079199,231.3,1.6277561608300908,8800.811551474659
Alabama,1995,1013800000,179335,225.3,1.6711051930758987,9446.936987985313
Alaska,1995,172600000,17934,225.3,1.6711051930758987,16083.01306595852
Arizona,1995,626200000,160757,225.3,1.6711051930758987,6509.4899251922325
Arkansas,1995,424493666,74054,225.3,1.6711051930758987,9579.139137391985
California,1995,4828900000,1073048,225.3,1.6711051930758987,7520.259920193884
Colorado,1995,507000000,135279,225.3,1.6711051930758987,6262.984889668615
Connecticut,1995,486200000,59311,225.3,1.6711051930758987,13698.830653226247
Delaware,1995,124000000,26542,225.3,1.6711051930758987,7807.137515688773
Florida,1995,1832700000,403791,225.3,1.6711051930758987,7584.702203244252
Georgia,1995,1319300000,208154,225.3,1.6711051930758987,10591.62486056013
Hawaii,1995,358400000,33378,225.3,1.6711051930758987,17943.67850675301
Idaho,1995,235800000,36333,225.3,1.6711051930758987,10845.418889915418
Illinois,1995,1747100000,358892,225.3,1.6711051930758987,8135.004075941795
Indiana,1995,894500000,173069,225.3,1.6711051930758987,8637.038378949386
Iowa,1995,611200000,93641,225.3,1.6711051930758987,10907.39626881376
Kansas,1995,503600000,106334,225.3,1.6711051930758987,7914.388391605908
Kentucky,1995,648300000,117386,225.3,1.6711051930758987,9229.18829052106
Louisiana,1995,589600000,135884,225.3,1.6711051930758987,7250.917119289613
Maine,1995,169000000,27433,225.3,1.6711051930758987,10294.782839274849
Maryland,1995,753900000,151813,225.3,1.6711051930758987,8298.671425107996
Massachusetts,1995,698400000,118622,225.3,1.6711051930758987,9838.814611490343
Michigan,1995,1554900000,317572,225.3,1.6711051930758987,8182.086155938542
Minnesota,1995,983800000,167537,225.3,1.6711051930758987,9812.95647497609
Mississippi,1995,562600000,100786,225.3,1.6711051930758987,9328.317242717249
Missouri,1995,648400000,146776,225.3,1.6711051930758987,7382.300970120543
Montana,1995,123300000,32088,225.3,1.6711051930758987,6421.318571000321
Nebraska,1995,368000000,67240,225.3,1.6711051930758987,9145.846386852032
Nevada,1995,194900000,34903,225.3,1.6711051930758987,9331.530301993887
New Hampshire,1995,85000000,28432,225.3,1.6711051930758987,4995.918029384194
New Jersey,1995,1259452000,167778,225.3,1.6711051930758987,12544.414509827431
New Mexico,1995,437400000,68571,225.3,1.6711051930758987,10659.628873013346
New York,1995,2636700000,443289,225.3,1.6711051930758987,9939.797880351694
North Carolina,1995,1657700000,239043,225.3,1.6711051930758987,11588.672659571363
North Dakota,1995,148500000,30007,225.3,1.6711051930758987,8270.041029485485
Ohio,1995,1499900000,330256,225.3,1.6711051930758987,7589.538658175902
Oklahoma,1995,644700000,114477,225.3,1.6711051930758987,9411.161350979077
Oregon,1995,469300000,95522,225.3,1.6711051930758987,8210.147056285665
Pennsylvania,1995,1358600000,277229,225.3,1.6711051930758987,8189.487807238477
Rhode Island,1995,115500000,25843,225.3,1.6711051930758987,7468.662686230944
South Carolina,1995,635500000,126479,225.3,1.6711051930758987,8396.550812385722
South Dakota,1995,98800000,22765,225.3,1.6711051930758987,7252.589197272076
Tennessee,1995,881500000,152437,225.3,1.6711051930758987,9663.528065341123
Texas,1995,3556200000,622408,225.3,1.6711051930758987,9548.05254369563
Utah,1995,400400000,79778,225.3,1.6711051930758987,8387.155848825363
Vermont,1995,52400000,14979,225.3,1.6711051930758987,5845.911750929774
Virginia,1995,925800000,216673,225.3,1.6711051930758987,7140.295227137977
Washington,1995,923800000,187135,225.3,1.6711051930758987,8249.482872597404
West Virginia,1995,277800000,61519,225.3,1.6711051930758987,7546.173095084196
Wisconsin,1995,970900000,181486,225.3,1.6711051930758987,8939.95146709603
Wyoming,1995,139400000,21521,225.3,1.6711051930758987,10824.407040322487
U.S.,1995,42156145666,8065519,225.3,1.6711051930758987,8734.385715602013
Alabama,1994,881000000,182374,220,1.7113636363636364,8267.139853467948
Alaska,1994,175100000,17962,220,1.7113636363636364,16682.98478606351
Arizona,1994,581200000,158876,220,1.7113636363636364,6260.508481171137
Arkansas,1994,412500000,75473,220,1.7113636363636364,9353.51052694341
California,1994,4300200000,1069633,220,1.7113636363636364,6880.122349526341
Colorado,1994,499200000,135947,220,1.7113636363636364,6284.160204143727
Connecticut,1994,482300000,60914,220,1.7113636363636364,13550.098201040513
Delaware,1994,120000000,26515,220,1.7113636363636364,7745.1871153549455
Florida,1994,1690300000,396520,220,1.7113636363636364,7295.263680382968
Georgia,1994,1178800000,202591,220,1.7113636363636364,9957.774306585457
Hawaii,1994,347200000,32969,220,1.7113636363636364,18022.550109055617
Idaho,1994,210000000,35574,220,1.7113636363636364,10102.500804980144
Illinois,1994,1663000000,368286,220,1.7113636363636364,7727.683722087529
Indiana,1994,890300000,178048,220,1.7113636363636364,8557.394890448337
Iowa,1994,594300000,94188,220,1.7113636363636364,10798.227046873371
Kansas,1994,479300000,107521,220,1.7113636363636364,7628.803591010974
Kentucky,1994,621500000,119818,220,1.7113636363636364,8876.900799545978
Louisiana,1994,567600000,134990,220,1.7113636363636364,7195.866360471146
Maine,1994,167000000,28212,220,1.7113636363636364,10130.360388229381
Maryland,1994,714700000,152255,220,1.7113636363636364,8033.309848012157
Massachusetts,1994,660800000,120049,220,1.7113636363636364,9420.06256536157
Michigan,1994,1504600000,327690,220,1.7113636363636364,7857.785490166705
Minnesota,1994,940100000,170649,220,1.7113636363636364,9427.848710191414
Mississippi,1994,411200000,101068,220,1.7113636363636364,6962.764943134595
Missouri,1994,602300000,149800,220,1.7113636363636364,6880.8699478092
Montana,1994,117500000,29700,220,1.7113636363636364,6770.546372819101
Nebraska,1994,357900000,68401,220,1.7113636363636364,8954.504253659237
Nevada,1994,194200000,34672,220,1.7113636363636364,9585.45276251206
New Hampshire,1994,80000000,28719,220,1.7113636363636364,4767.19561645917
New Jersey,1994,1270965000,167375,220,1.7113636363636364,12995.26980786204
New Mexico,1994,396000000,71081,220,1.7113636363636364,9534.193385011466
New York,1994,2514900000,442730,220,1.7113636363636364,9721.293811331758
North Carolina,1994,1555500000,239428,220,1.7113636363636364,11118.274121504739
North Dakota,1994,151400000,30562,220,1.7113636363636364,8477.863181253013
Ohio,1994,1405000000,337189,220,1.7113636363636364,7130.914439945873
Oklahoma,1994,656100000,115463,220,1.7113636363636364,9724.549698329178
Oregon,1994,439400000,97471,220,1.7113636363636364,7714.840124941592
Pennsylvania,1994,1316200000,291148,220,1.7113636363636364,7736.604126361227
Rhode Island,1994,109000000,26735,220,1.7113636363636364,6977.319482462553
South Carolina,1994,609100000,126891,220,1.7113636363636364,8214.858350151633
South Dakota,1994,99300000,22917,220,1.7113636363636364,7415.386354710874
Tennessee,1994,812900000,155699,220,1.7113636363636364,8934.98031458134
Texas,1994,3553100000,624173,220,1.7113636363636364,9741.924332458528
Utah,1994,366500000,77828,220,1.7113636363636364,8058.986132590748
Vermont,1994,51700000,15344,220,1.7113636363636364,5766.260427528676
Virginia,1994,908200000,218808,220,1.7113636363636364,7103.307258169055
Washington,1994,945000000,183858,220,1.7113636363636364,8796.128731758403
West Virginia,1994,268100000,62316,220,1.7113636363636364,7362.741365124381
Wisconsin,1994,928300000,185588,220,1.7113636363636364,8560.13785178117
Wyoming,1994,135700000,21601,220,1.7113636363636364,10750.985855031964
U.S.,1994,39936465000,8123619,220,1.7113636363636364,8413.222477064606
Alabama,1993,814400000,180448,215.5,1.7470997679814386,7885.030873404436
Alaska,1993,171000000,18033,215.5,1.7470997679814386,16567.074825310596
Arizona,1993,577100000,158969,215.5,1.7470997679814386,6342.439570621242
Arkansas,1993,406500000,74280,215.5,1.7470997679814386,9561.066985520392
California,1993,4750800000,1104739,215.5,1.7470997679814386,7513.196852583477
Colorado,1993,492900000,136715,215.5,1.7470997679814386,6298.836818476767
Connecticut,1993,419600000,62658,215.5,1.7470997679814386,11699.752029190393
Delaware,1993,120600000,26649,215.5,1.7470997679814386,7906.496754796109
Florida,1993,1593200000,391434,215.5,1.7470997679814386,7110.98001284515
Georgia,1993,1046200000,198630,215.5,1.7470997679814386,9202.113362846403
Hawaii,1993,344000000,31917,215.5,1.7470997679814386,18830.163241708648
Idaho,1993,200400000,35022,215.5,1.7470997679814386,9997.110202258018
Illinois,1993,1597700000,380093,215.5,1.7470997679814386,7343.837690522963
Indiana,1993,871000000,181094,215.5,1.7470997679814386,8402.950389918125
Iowa,1993,570700000,89981,215.5,1.7470997679814386,11080.893050610763
Kansas,1993,462500000,108476,215.5,1.7470997679814386,7448.9623759303
Kentucky,1993,601000000,121414,215.5,1.7470997679814386,8648.153924233158
Louisiana,1993,575700000,136554,215.5,1.7470997679814386,7365.623390211303
Maine,1993,165300000,29722,215.5,1.7470997679814386,9716.55984278756
Maryland,1993,722000000,154175,215.5,1.7470997679814386,8181.650932269166
Massachusetts,1993,601500000,121045,215.5,1.7470997679814386,8681.734152099098
Michigan,1993,1492200000,340379,215.5,1.7470997679814386,7659.17484269565
Minnesota,1993,948600000,173835,215.5,1.7470997679814386,9533.746598252324
Mississippi,1993,388100000,99058,215.5,1.7470997679814386,6844.973853233422
Missouri,1993,589100000,155436,215.5,1.7470997679814386,6621.480695063341
Montana,1993,123200000,29310,215.5,1.7470997679814386,7343.660573705672
Nebraska,1993,353800000,69631,215.5,1.7470997679814386,8877.136590194496
Nevada,1993,207600000,35131,215.5,1.7470997679814386,10324.155641255491
New Hampshire,1993,74000000,28432,215.5,1.7470997679814386,4547.178630790182
New Jersey,1993,1183719000,170534,215.5,1.7470997679814386,12127.054958279408
New Mexico,1993,367600000,68746,215.5,1.7470997679814386,9342.127174089792
New York,1993,2382800000,440713,215.5,1.7470997679814386,9446.032513554563
North Carolina,1993,1484700000,240045,215.5,1.7470997679814386,10805.969820333861
North Dakota,1993,154700000,31470,215.5,1.7470997679814386,8588.380492746379
Ohio,1993,1311600000,342439,215.5,1.7470997679814386,6691.691237518084
Oklahoma,1993,668700000,114122,215.5,1.7470997679814386,10237.163867170117
Oregon,1993,465200000,102662,215.5,1.7470997679814386,7916.763866522815
Pennsylvania,1993,1272500000,299061,215.5,1.7470997679814386,7433.882902673303
Rhode Island,1993,104800000,28351,215.5,1.7470997679814386,6458.186860585332
South Carolina,1993,600700000,118794,215.5,1.7470997679814386,8834.476746522974
South Dakota,1993,73500000,21890,215.5,1.7470997679814386,5866.232660878745
Tennessee,1993,747700000,155648,215.5,1.7470997679814386,8392.696960575926
Texas,1993,3246300000,625718,215.5,1.7470997679814386,9064.163052362477
Utah,1993,350900000,75569,215.5,1.7470997679814386,8112.550233358742
Vermont,1993,52900000,15595,215.5,1.7470997679814386,5926.35958488093
Virginia,1993,895600000,220795,215.5,1.7470997679814386,7086.675659340911
Washington,1993,956200000,174851,215.5,1.7470997679814386,9554.287925970406
West Virginia,1993,250200000,63777,215.5,1.7470997679814386,6853.949887090267
Wisconsin,1993,895600000,186552,215.5,1.7470997679814386,8387.48741479146
Wyoming,1993,135900000,22005,215.5,1.7470997679814386,10789.859507779029
U.S.,1993,38882519000,8192597,215.5,1.7470997679814386,8291.83223871916
Alabama,1992,809300000,173946,210.2,1.7911512844909612,8333.49852562597
Alaska,1992,172700000,17611,210.2,1.7911512844909612,17564.69404528925
Arizona,1992,568100000,159040,210.2,1.7911512844909612,6398.095100096297
Arkansas,1992,380100000,72268,210.2,1.7911512844909612,9420.720142179309
California,1992,5425400000,1116255,210.2,1.7911512844909612,8705.638208901424
Colorado,1992,465800000,134262,210.2,1.7911512844909612,6214.105765710996
Connecticut,1992,487300000,62853,210.2,1.7911512844909612,13886.815600408023
Delaware,1992,119000000,25847,210.2,1.7911512844909612,8246.489064666088
Florida,1992,1604100000,386611,210.2,1.7911512844909612,7431.722779362075
Georgia,1992,977600000,193170,210.2,1.7911512844909612,9064.707230513866
Hawaii,1992,317900000,30796,210.2,1.7911512844909612,18489.641295612302
Idaho,1992,196500000,33259,210.2,1.7911512844909612,10582.435653581702
Illinois,1992,1582100000,383363,210.2,1.7911512844909612,7391.89866312907
Indiana,1992,877000000,177364,210.2,1.7911512844909612,8856.586886282295
Iowa,1992,529400000,90078,210.2,1.7911512844909612,10526.8266392406
Kansas,1992,446100000,107093,210.2,1.7911512844909612,7461.109391009849
Kentucky,1992,634000000,129791,210.2,1.7911512844909612,8749.373333800258
Louisiana,1992,587300000,132910,210.2,1.7911512844909612,7914.70280175714
Maine,1992,165500000,29979,210.2,1.7911512844909612,9888.106260490813
Maryland,1992,686500000,155929,210.2,1.7911512844909612,7885.802876969934
Massachusetts,1992,521400000,118885,210.2,1.7911512844909612,7855.543422076688
Michigan,1992,1479100000,340230,210.2,1.7911512844909612,7786.7673776286065
Minnesota,1992,941800000,175191,210.2,1.7911512844909612,9628.955138868932
Mississippi,1992,362900000,96515,210.2,1.7911512844909612,6734.795639452622
Missouri,1992,557600000,150971,210.2,1.7911512844909612,6615.4821537391945
Montana,1992,130200000,28666,210.2,1.7911512844909612,8135.34840022058
Nebraska,1992,339400000,68032,210.2,1.7911512844909612,8935.74708896155
Nevada,1992,191800000,33544,210.2,1.7911512844909612,10241.5578453782
New Hampshire,1992,75200000,27612,210.2,1.7911512844909612,4878.117361789087
New Jersey,1992,1140332000,170066,210.2,1.7911512844909612,12010.085064305309
New Mexico,1992,352400000,66788,210.2,1.7911512844909612,9450.825187977101
New York,1992,2381500000,435353,210.2,1.7911512844909612,9798.087492253928
North Carolina,1992,1340000000,235194,210.2,1.7911512844909612,10204.948770878033
North Dakota,1992,156400000,31157,210.2,1.7911512844909612,8991.11149643375
Ohio,1992,1356000000,341131,210.2,1.7911512844909612,7119.848802277552
Oklahoma,1992,648300000,108110,210.2,1.7911512844909612,10740.943277545926
Oregon,1992,435000000,102327,210.2,1.7911512844909612,7614.322796071106
Pennsylvania,1992,1287700000,295895,210.2,1.7911512844909612,7794.878281278868
Rhode Island,1992,103000000,28450,210.2,1.7911512844909612,6484.660186382039
South Carolina,1992,589700000,111964,210.2,1.7911512844909612,9433.76364245936
South Dakota,1992,89400000,20952,210.2,1.7911512844909612,7642.655824431649
Tennessee,1992,666300000,152824,210.2,1.7911512844909612,7809.271455113906
Texas,1992,3278000000,618889,210.2,1.7911512844909612,9486.99025279391
Utah,1992,327700000,71674,210.2,1.7911512844909612,8189.305409600245
Vermont,1992,54500000,15780,210.2,1.7911512844909612,6186.168884965614
